subscription_id,user_id,plan,start_date,end_date,mrr,payment_method
sub_01061,u_02591,basic,2025-10-06,,29.0,credit_card
sub_01062,u_02596,basic,2026-04-15,,29.0,credit_card
sub_01063,u_02604,basic,2026-05-31,,29.0,paypal
sub_01064,u_02606,basic,2026-05-25,,29.0,credit_card
sub_01065,u_02607,pro,2026-04-14,,79.0,paypal
sub_01066,u_02608,pro,2025-12-04,,79.0,credit_card
sub_01067,u_02609,pro,2026-05-22,,79.0,credit_card
sub_01068,u_02614,pro,2026-04-06,,79.0,credit_card
sub_01069,u_02615,basic,2026-05-16,,29.0,credit_card
sub_01070,u_02619,basic,2026-04-07,,29.0,credit_card
sub_01071,u_02620,basic,2025-10-17,,29.0,bank_transfer
sub_01072,u_02621,pro,2025-07-12,,63.2,credit_card
sub_01073,u_02622,pro,2026-03-10,,79.0,bank_transfer
sub_01074,u_02627,pro,2025-12-13,2025-12-26,71.1,paypal
sub_01075,u_02629,basic,2026-03-21,,29.0,credit_card
sub_01076,u_02634,basic,2025-12-01,,29.0,credit_card
sub_01077,u_02636,basic,2025-06-01,,26.1,credit_card
sub_01078,u_02637,basic,2025-11-04,2025-12-13,29.0,paypal
sub_01079,u_02639,basic,2025-12-06,,26.1,paypal
sub_01080,u_02641,basic,2026-05-15,,29.0,paypal
sub_01081,u_02642,basic,2025-10-22,,29.0,credit_card
sub_01082,u_02643,enterprise,2026-01-01,,249.0,credit_card
sub_01083,u_02648,basic,2026-03-10,,29.0,credit_card
sub_01084,u_02649,pro,2026-03-03,,79.0,paypal
sub_01085,u_02656,basic,2025-09-22,,29.0,paypal
sub_01086,u_02659,basic,2025-12-27,,23.2,credit_card
sub_01087,u_02661,basic,2025-07-27,,29.0,credit_card
sub_01088,u_02662,basic,2026-04-26,,29.0,credit_card
sub_01089,u_02663,basic,2025-12-18,,29.0,paypal
sub_01090,u_02666,basic,2026-05-10,,26.1,credit_card
sub_01091,u_02667,basic,2025-12-29,,29.0,credit_card
sub_01092,u_02675,basic,2026-04-12,,29.0,credit_card
sub_01093,u_02677,basic,2026-05-23,,26.1,credit_card
sub_01094,u_02678,basic,2026-05-14,,29.0,credit_card
sub_01095,u_02680,basic,2026-04-16,,26.1,credit_card
sub_01096,u_02681,basic,2025-09-11,2025-09-21,23.2,credit_card
sub_01097,u_02685,pro,2026-05-29,,63.2,credit_card
sub_01098,u_02686,basic,2026-05-12,,29.0,credit_card
sub_01099,u_02688,basic,2026-02-22,2026-03-06,29.0,credit_card
sub_01100,u_02691,basic,2026-01-20,,29.0,credit_card
sub_01101,u_02693,basic,2026-03-02,,23.2,credit_card
sub_01102,u_02694,basic,2025-06-01,,29.0,paypal
sub_01103,u_02695,basic,2026-02-14,,23.2,credit_card
sub_01104,u_02697,basic,2026-04-07,,29.0,credit_card
sub_01105,u_02698,pro,2025-10-27,,79.0,credit_card
sub_01106,u_02702,basic,2026-05-12,,26.1,credit_card
sub_01107,u_02703,basic,2026-05-29,,23.2,credit_card
sub_01108,u_02705,pro,2025-10-04,,79.0,bank_transfer
sub_01109,u_02707,basic,2026-04-17,,23.2,bank_transfer
sub_01110,u_02712,basic,2026-03-30,,29.0,credit_card
sub_01111,u_02717,basic,2025-06-01,,29.0,bank_transfer
sub_01112,u_02718,basic,2025-08-31,,29.0,credit_card
sub_01113,u_02722,pro,2025-10-23,,79.0,bank_transfer
sub_01114,u_02723,pro,2026-03-03,,79.0,credit_card
sub_01115,u_02724,basic,2026-03-19,,29.0,credit_card
sub_01116,u_02725,pro,2026-04-09,,79.0,credit_card
sub_01117,u_02726,basic,2026-05-22,,26.1,credit_card
sub_01118,u_02727,basic,2026-04-24,,29.0,paypal
sub_01119,u_02732,basic,2026-05-23,,23.2,credit_card
sub_01120,u_02738,pro,2025-06-01,,63.2,credit_card
sub_01121,u_02739,basic,2026-05-20,2026-05-31,23.2,bank_transfer
sub_01122,u_02740,basic,2026-03-26,,29.0,paypal
sub_01123,u_02744,pro,2026-01-10,,79.0,credit_card
sub_01124,u_02747,basic,2026-05-08,,29.0,credit_card
sub_01125,u_02754,basic,2025-06-02,,29.0,credit_card
sub_01126,u_02755,basic,2026-04-12,,23.2,paypal
sub_01127,u_02757,pro,2025-07-14,,71.1,paypal
sub_01128,u_02761,basic,2026-05-30,,29.0,credit_card
sub_01129,u_02763,basic,2026-03-06,,29.0,credit_card
sub_01130,u_02764,basic,2026-05-11,,29.0,bank_transfer
sub_01131,u_02766,basic,2026-02-11,2026-03-05,29.0,credit_card
sub_01132,u_02767,pro,2026-04-21,,79.0,credit_card
sub_01133,u_02770,basic,2026-05-20,,29.0,credit_card
sub_01134,u_02771,basic,2026-04-15,,29.0,credit_card
sub_01135,u_02777,pro,2026-05-05,,79.0,credit_card
sub_01136,u_02778,basic,2026-03-07,,23.2,credit_card
sub_01137,u_02780,basic,2026-05-24,,29.0,credit_card
sub_01138,u_02781,pro,2025-09-03,,79.0,credit_card
sub_01139,u_02785,basic,2026-04-21,,29.0,bank_transfer
sub_01140,u_02787,enterprise,2026-04-30,,249.0,credit_card
sub_01141,u_02792,basic,2026-01-29,,29.0,credit_card
sub_01142,u_02793,enterprise,2026-04-18,,249.0,paypal
sub_01143,u_02795,enterprise,2026-01-20,,224.1,credit_card
sub_01144,u_02796,basic,2026-05-20,,26.1,paypal
sub_01145,u_02798,basic,2025-06-01,,29.0,paypal
sub_01146,u_02802,basic,2025-06-01,2025-06-08,23.2,paypal
sub_01147,u_02804,basic,2026-02-13,,29.0,credit_card
sub_01148,u_02805,basic,2025-06-01,2025-06-16,26.1,credit_card
sub_01149,u_02816,basic,2026-02-20,,23.2,bank_transfer
sub_01150,u_02817,enterprise,2026-05-30,,249.0,credit_card
sub_01151,u_02823,basic,2026-04-25,,29.0,bank_transfer
sub_01152,u_02824,pro,2026-04-05,,71.1,credit_card
sub_01153,u_02826,basic,2025-11-22,,29.0,credit_card
sub_01154,u_02835,basic,2025-06-01,,26.1,credit_card
sub_01155,u_02836,pro,2025-06-01,,71.1,bank_transfer
sub_01156,u_02840,pro,2026-03-20,2026-04-01,79.0,credit_card
sub_01157,u_02846,pro,2025-10-18,,71.1,paypal
sub_01158,u_02847,pro,2026-04-19,,79.0,credit_card
sub_01159,u_02852,pro,2026-05-01,,79.0,credit_card
sub_01160,u_02856,basic,2026-04-25,,29.0,credit_card
sub_01161,u_02857,basic,2026-05-26,,23.2,paypal
sub_01162,u_02861,enterprise,2026-04-13,,249.0,credit_card
sub_01163,u_02865,basic,2026-01-25,,29.0,credit_card
sub_01164,u_02869,basic,2026-03-29,,29.0,credit_card
sub_01165,u_02870,basic,2025-07-09,2025-08-21,29.0,paypal
sub_01166,u_02871,pro,2025-06-01,,71.1,credit_card
sub_01167,u_02874,enterprise,2025-10-23,,249.0,credit_card
sub_01168,u_02876,basic,2026-02-20,,29.0,credit_card
sub_01169,u_02877,basic,2026-04-28,,29.0,credit_card
sub_01170,u_02880,basic,2026-04-03,,26.1,credit_card
sub_01171,u_02881,basic,2025-08-23,,26.1,credit_card
sub_01172,u_02888,enterprise,2025-10-01,,249.0,credit_card
sub_01173,u_02889,basic,2025-09-10,,29.0,credit_card
sub_01174,u_02890,basic,2026-04-03,,29.0,paypal
sub_01175,u_02893,enterprise,2025-12-28,,249.0,paypal
sub_01176,u_02897,pro,2026-04-13,,63.2,paypal
sub_01177,u_02898,pro,2026-03-12,,79.0,bank_transfer
sub_01178,u_02900,pro,2026-05-12,,79.0,paypal
sub_01179,u_02903,basic,2026-03-14,2026-04-07,29.0,bank_transfer
sub_01180,u_02904,pro,2026-02-13,,63.2,credit_card
sub_01181,u_02907,basic,2026-04-24,,29.0,paypal
sub_01182,u_02908,basic,2026-04-09,,29.0,paypal
sub_01183,u_02909,pro,2026-04-09,,63.2,credit_card
sub_01184,u_02911,enterprise,2026-05-31,,199.2,paypal
sub_01185,u_02912,enterprise,2025-11-22,,224.1,bank_transfer
sub_01186,u_02914,basic,2026-04-25,,29.0,credit_card
sub_01187,u_02917,basic,2025-08-30,,29.0,credit_card
sub_01188,u_02920,pro,2026-04-04,,79.0,credit_card
sub_01189,u_02923,pro,2026-05-02,,63.2,credit_card
sub_01190,u_02928,basic,2025-11-08,,29.0,credit_card
sub_01191,u_02929,basic,2026-03-20,,23.2,credit_card
sub_01192,u_02931,basic,2025-12-25,,29.0,bank_transfer
sub_01193,u_02934,basic,2025-12-03,,29.0,credit_card
sub_01194,u_02935,basic,2026-05-05,,23.2,paypal
sub_01195,u_02941,basic,2026-01-18,,29.0,credit_card
sub_01196,u_02943,basic,2025-11-30,,29.0,credit_card
sub_01197,u_02948,pro,2026-03-25,,79.0,paypal
sub_01198,u_02951,basic,2025-12-09,,29.0,credit_card
sub_01199,u_02952,basic,2025-11-30,,23.2,credit_card
sub_01200,u_02955,basic,2025-12-10,,23.2,credit_card
sub_01201,u_02956,enterprise,2025-11-22,,249.0,credit_card
sub_01202,u_02957,pro,2025-08-16,2025-08-25,79.0,credit_card
sub_01203,u_02959,enterprise,2025-10-04,,224.1,credit_card
sub_01204,u_02962,basic,2026-04-02,2026-05-31,29.0,credit_card
sub_01205,u_02967,basic,2026-01-31,,26.1,credit_card
sub_01206,u_02968,basic,2025-06-01,,23.2,paypal
sub_01207,u_02971,pro,2026-05-06,,71.1,credit_card
sub_01208,u_02972,basic,2025-10-19,,29.0,paypal
sub_01209,u_02974,enterprise,2026-03-22,,249.0,credit_card
sub_01210,u_02975,basic,2026-05-28,,26.1,paypal
sub_01211,u_02979,basic,2025-06-01,,29.0,credit_card
sub_01212,u_02983,pro,2025-09-26,2025-10-03,79.0,credit_card
sub_01213,u_02985,pro,2025-06-01,,63.2,paypal
sub_01214,u_02986,pro,2026-05-24,,71.1,bank_transfer
sub_01215,u_02990,pro,2026-05-03,,71.1,credit_card
sub_01216,u_02995,pro,2025-08-13,,79.0,credit_card
sub_01217,u_02996,basic,2026-05-07,,29.0,credit_card
sub_01218,u_02997,pro,2026-04-08,,79.0,credit_card
sub_01219,u_03000,enterprise,2025-12-20,,249.0,credit_card
sub_01220,u_03002,pro,2026-04-20,,79.0,paypal
sub_01221,u_03005,basic,2025-09-13,,29.0,paypal
sub_01222,u_03006,enterprise,2025-06-21,,199.2,credit_card
sub_01223,u_03007,enterprise,2026-05-30,,249.0,credit_card
sub_01224,u_03011,basic,2026-04-12,,29.0,credit_card
sub_01225,u_03012,basic,2026-04-08,,26.1,bank_transfer
sub_01226,u_03014,enterprise,2026-01-10,,249.0,credit_card
sub_01227,u_03015,basic,2026-04-02,,29.0,paypal
sub_01228,u_03016,basic,2025-11-20,,29.0,credit_card
sub_01229,u_03019,enterprise,2025-10-21,,224.1,paypal
sub_01230,u_03021,pro,2026-03-10,,63.2,credit_card
sub_01231,u_03022,enterprise,2025-12-14,,249.0,credit_card
sub_01232,u_03023,basic,2026-04-03,,26.1,credit_card
sub_01233,u_03035,basic,2026-04-14,,23.2,credit_card
sub_01234,u_03038,basic,2026-05-21,,29.0,paypal
sub_01235,u_03039,basic,2026-02-14,,26.1,paypal
sub_01236,u_03041,basic,2025-06-01,,29.0,credit_card
sub_01237,u_03042,enterprise,2026-05-14,,249.0,credit_card
sub_01238,u_03043,basic,2026-03-17,,26.1,credit_card
sub_01239,u_03045,basic,2025-12-05,,23.2,credit_card
sub_01240,u_03048,enterprise,2026-03-19,,249.0,credit_card
sub_01241,u_03050,pro,2026-04-28,,79.0,credit_card
sub_01242,u_03052,enterprise,2026-04-16,,249.0,credit_card
sub_01243,u_03058,basic,2026-05-20,,29.0,paypal
sub_01244,u_03060,basic,2026-04-10,,29.0,paypal
sub_01245,u_03063,enterprise,2026-01-09,,224.1,credit_card
sub_01246,u_03065,basic,2026-04-16,,29.0,credit_card
sub_01247,u_03066,basic,2026-05-29,,29.0,credit_card
sub_01248,u_03068,pro,2026-04-19,,79.0,paypal
sub_01249,u_03069,basic,2025-12-18,,26.1,credit_card
sub_01250,u_03071,pro,2026-01-14,,63.2,paypal
sub_01251,u_03074,enterprise,2026-01-19,,249.0,credit_card
sub_01252,u_03075,basic,2025-08-12,,23.2,paypal
sub_01253,u_03076,basic,2025-06-01,,29.0,credit_card
sub_01254,u_03077,basic,2026-05-15,,23.2,credit_card
sub_01255,u_03078,basic,2026-05-07,,29.0,paypal
sub_01256,u_03079,pro,2025-06-01,,79.0,bank_transfer
sub_01257,u_03083,basic,2026-01-23,,29.0,bank_transfer
sub_01258,u_03087,enterprise,2026-05-29,,249.0,credit_card
sub_01259,u_03088,basic,2026-01-24,,29.0,paypal
sub_01260,u_03094,pro,2026-05-01,,79.0,paypal
sub_01261,u_03095,enterprise,2025-12-20,,199.2,credit_card
sub_01262,u_03103,basic,2026-03-10,2026-03-20,29.0,credit_card
sub_01263,u_03104,basic,2026-04-18,,23.2,credit_card
sub_01264,u_03105,basic,2026-03-10,,26.1,credit_card
sub_01265,u_03107,pro,2026-05-30,,63.2,paypal
sub_01266,u_03108,enterprise,2026-01-22,,249.0,credit_card
sub_01267,u_03118,enterprise,2026-04-20,,224.1,credit_card
sub_01268,u_03120,basic,2026-04-16,,26.1,credit_card
sub_01269,u_03128,basic,2025-06-01,,29.0,credit_card
sub_01270,u_03130,basic,2025-10-05,,29.0,credit_card
sub_01271,u_03132,basic,2025-06-01,,23.2,credit_card
sub_01272,u_03134,basic,2026-04-29,,29.0,credit_card
sub_01273,u_03135,enterprise,2026-01-12,,249.0,bank_transfer
sub_01274,u_03136,pro,2025-11-15,,63.2,credit_card
sub_01275,u_03138,pro,2026-02-13,,71.1,credit_card
sub_01276,u_03140,enterprise,2026-03-25,,199.2,credit_card
sub_01277,u_03145,basic,2026-03-26,,23.2,paypal
sub_01278,u_03146,pro,2025-07-07,,63.2,paypal
sub_01279,u_03147,basic,2025-12-23,,29.0,paypal
sub_01280,u_03148,basic,2025-10-18,,23.2,paypal
sub_01281,u_03149,basic,2026-03-04,,29.0,credit_card
sub_01282,u_03158,pro,2025-09-20,2025-09-27,79.0,credit_card
sub_01283,u_03169,basic,2026-03-16,,29.0,credit_card
sub_01284,u_03173,basic,2026-05-06,,26.1,credit_card
sub_01285,u_03175,basic,2026-05-02,,23.2,credit_card
sub_01286,u_03176,basic,2025-12-24,,29.0,credit_card
sub_01287,u_03185,basic,2026-02-09,2026-02-28,29.0,credit_card
sub_01288,u_03187,pro,2026-03-29,,79.0,credit_card
sub_01289,u_03188,enterprise,2025-09-17,,249.0,bank_transfer
sub_01290,u_03189,enterprise,2025-10-17,,249.0,credit_card
sub_01291,u_03190,basic,2026-04-08,,29.0,credit_card
sub_01292,u_03195,basic,2026-02-18,,26.1,paypal
sub_01293,u_03196,enterprise,2025-06-01,,224.1,paypal
sub_01294,u_03203,basic,2025-08-19,,23.2,credit_card
sub_01295,u_03205,pro,2025-09-09,,79.0,credit_card
sub_01296,u_03206,basic,2025-08-20,,23.2,credit_card
sub_01297,u_03207,basic,2025-11-12,,26.1,paypal
sub_01298,u_03209,pro,2026-01-14,,63.2,credit_card
sub_01299,u_03210,basic,2026-05-06,,29.0,paypal
sub_01300,u_03213,pro,2025-12-10,,71.1,paypal
sub_01301,u_03217,basic,2026-05-31,,29.0,credit_card
sub_01302,u_03218,basic,2025-11-28,,29.0,credit_card
sub_01303,u_03221,enterprise,2026-05-06,,224.1,credit_card
sub_01304,u_03222,basic,2026-05-19,,23.2,credit_card
sub_01305,u_03223,pro,2026-05-29,,79.0,credit_card
sub_01306,u_03227,basic,2026-03-29,,23.2,credit_card
sub_01307,u_03232,basic,2026-04-21,,23.2,credit_card
sub_01308,u_03234,basic,2026-03-20,,29.0,credit_card
sub_01309,u_03235,pro,2026-04-23,,79.0,paypal
sub_01310,u_03237,basic,2025-06-01,,29.0,bank_transfer
sub_01311,u_03238,enterprise,2026-01-12,,224.1,bank_transfer
sub_01312,u_03239,enterprise,2026-02-02,,249.0,paypal
sub_01313,u_03243,basic,2025-12-09,,29.0,paypal
sub_01314,u_03244,basic,2025-12-06,,23.2,credit_card
sub_01315,u_03245,basic,2026-05-04,,29.0,paypal
sub_01316,u_03250,basic,2026-02-10,,29.0,credit_card
sub_01317,u_03260,basic,2026-04-28,,29.0,credit_card
sub_01318,u_03262,basic,2026-03-13,,29.0,credit_card
sub_01319,u_03263,basic,2026-05-29,,26.1,credit_card
sub_01320,u_03265,enterprise,2026-05-21,,249.0,credit_card
sub_01321,u_03267,basic,2026-02-01,,29.0,paypal
sub_01322,u_03268,enterprise,2026-01-07,,249.0,paypal
sub_01323,u_03269,pro,2025-12-13,,79.0,credit_card
sub_01324,u_03273,basic,2026-02-09,,26.1,credit_card
sub_01325,u_03274,basic,2025-09-10,,23.2,credit_card
sub_01326,u_03277,basic,2026-02-24,,23.2,credit_card
sub_01327,u_03279,pro,2025-10-15,,79.0,credit_card
sub_01328,u_03280,basic,2026-03-05,,29.0,credit_card
sub_01329,u_03282,basic,2025-08-23,,23.2,paypal
sub_01330,u_03285,enterprise,2026-05-20,,199.2,paypal
sub_01331,u_03286,pro,2026-03-21,,79.0,credit_card
sub_01332,u_03296,enterprise,2025-12-30,,249.0,bank_transfer
sub_01333,u_03297,basic,2026-05-20,,29.0,credit_card
sub_01334,u_03303,basic,2026-04-05,,26.1,paypal
sub_01335,u_03304,basic,2026-04-25,,29.0,paypal
sub_01336,u_03305,basic,2026-03-30,,26.1,credit_card
sub_01337,u_03307,pro,2026-05-21,,79.0,credit_card
sub_01338,u_03308,pro,2026-03-25,,71.1,paypal
sub_01339,u_03313,basic,2026-05-30,2026-05-31,23.2,credit_card
sub_01340,u_03318,pro,2025-10-06,,79.0,paypal
sub_01341,u_03320,basic,2026-02-05,,23.2,credit_card
sub_01342,u_03324,basic,2025-10-22,,29.0,paypal
sub_01343,u_03329,enterprise,2025-12-21,,249.0,paypal
sub_01344,u_03333,pro,2026-04-30,,79.0,paypal
sub_01345,u_03335,basic,2025-11-11,,26.1,credit_card
sub_01346,u_03336,pro,2025-06-18,,63.2,paypal
sub_01347,u_03340,basic,2025-07-15,,23.2,credit_card
sub_01348,u_03343,basic,2026-05-07,,29.0,credit_card
sub_01349,u_03350,pro,2026-04-26,,79.0,paypal
sub_01350,u_03352,pro,2025-06-18,,63.2,credit_card
sub_01351,u_03353,basic,2026-02-18,,29.0,credit_card
sub_01352,u_03355,basic,2026-05-20,,23.2,credit_card
sub_01353,u_03357,enterprise,2026-03-22,,249.0,paypal
sub_01354,u_03358,pro,2025-09-22,,79.0,paypal
sub_01355,u_03365,basic,2026-01-04,,29.0,credit_card
sub_01356,u_03367,basic,2026-04-16,,29.0,bank_transfer
sub_01357,u_03368,basic,2026-05-01,,29.0,paypal
sub_01358,u_03370,pro,2026-04-26,,71.1,bank_transfer
sub_01359,u_03373,basic,2025-12-25,2026-01-01,29.0,paypal
sub_01360,u_03376,pro,2025-11-04,2025-12-16,71.1,paypal
sub_01361,u_03377,enterprise,2026-05-01,,249.0,paypal
sub_01362,u_03378,basic,2026-05-18,,29.0,credit_card
sub_01363,u_03379,basic,2025-12-08,,29.0,credit_card
sub_01364,u_03382,basic,2026-05-27,,29.0,bank_transfer
sub_01365,u_03386,basic,2026-04-21,,29.0,paypal
sub_01366,u_03388,basic,2026-05-26,,29.0,credit_card
sub_01367,u_03393,pro,2026-04-04,,71.1,credit_card
sub_01368,u_03400,enterprise,2026-05-21,,224.1,bank_transfer
sub_01369,u_03401,basic,2026-05-17,,29.0,credit_card
sub_01370,u_03406,basic,2025-08-20,,29.0,credit_card
sub_01371,u_03407,pro,2025-06-01,,79.0,bank_transfer
sub_01372,u_03409,basic,2026-05-26,,29.0,credit_card
sub_01373,u_03414,pro,2025-10-21,,71.1,paypal
sub_01374,u_03417,enterprise,2025-12-28,,224.1,credit_card
sub_01375,u_03418,pro,2026-04-23,,79.0,credit_card
sub_01376,u_03419,basic,2026-05-29,2026-05-31,26.1,credit_card
sub_01377,u_03420,pro,2025-11-02,,79.0,credit_card
sub_01378,u_03422,basic,2025-11-03,,29.0,credit_card
sub_01379,u_03423,basic,2026-05-26,,29.0,credit_card
sub_01380,u_03424,pro,2025-09-09,,71.1,credit_card
sub_01381,u_03425,basic,2026-01-11,,29.0,credit_card
sub_01382,u_03427,basic,2026-01-09,2026-01-27,29.0,credit_card
sub_01383,u_03431,pro,2025-06-01,,79.0,credit_card
sub_01384,u_03435,enterprise,2026-03-21,,199.2,credit_card
sub_01385,u_03437,basic,2026-01-19,,29.0,credit_card
sub_01386,u_03438,pro,2025-06-01,,63.2,credit_card
sub_01387,u_03441,basic,2026-02-11,,29.0,credit_card
sub_01388,u_03442,pro,2026-04-27,,71.1,paypal
sub_01389,u_03443,basic,2025-06-01,,29.0,credit_card
sub_01390,u_03445,pro,2025-12-30,,79.0,credit_card
sub_01391,u_03448,basic,2026-01-21,,29.0,credit_card
sub_01392,u_03450,basic,2026-03-04,,29.0,credit_card
sub_01393,u_03452,pro,2025-12-18,,63.2,credit_card
sub_01394,u_03455,basic,2026-05-05,,23.2,credit_card
sub_01395,u_03458,enterprise,2025-12-09,,249.0,credit_card
sub_01396,u_03460,enterprise,2026-04-15,,249.0,bank_transfer
sub_01397,u_03463,basic,2026-01-18,,26.1,credit_card
sub_01398,u_03464,basic,2026-05-03,,29.0,credit_card
sub_01399,u_03467,basic,2025-12-22,,26.1,credit_card
sub_01400,u_03477,basic,2026-02-09,,23.2,credit_card
sub_01401,u_03479,pro,2026-03-18,,79.0,credit_card
sub_01402,u_03480,basic,2026-05-07,,29.0,credit_card
sub_01403,u_03482,basic,2026-04-14,,29.0,credit_card
sub_01404,u_03484,basic,2026-01-24,,23.2,credit_card
sub_01405,u_03485,enterprise,2026-01-21,,199.2,credit_card
sub_01406,u_03487,basic,2026-05-24,,26.1,credit_card
sub_01407,u_03490,pro,2026-05-19,,79.0,credit_card
sub_01408,u_03494,basic,2025-12-26,,23.2,credit_card
sub_01409,u_03496,pro,2025-08-15,,79.0,credit_card
sub_01410,u_03499,basic,2025-11-18,,26.1,credit_card
sub_01411,u_03501,basic,2025-10-07,,23.2,paypal
sub_01412,u_03505,pro,2026-01-10,,79.0,credit_card
sub_01413,u_03507,basic,2026-03-01,,23.2,credit_card
sub_01414,u_03511,pro,2026-05-21,,79.0,paypal
sub_01415,u_03512,basic,2025-06-01,,29.0,paypal
sub_01416,u_03513,basic,2025-09-26,,29.0,credit_card
sub_01417,u_03517,pro,2026-03-22,,79.0,credit_card
sub_01418,u_03523,pro,2026-05-16,,79.0,bank_transfer
sub_01419,u_03525,pro,2026-05-08,,63.2,credit_card
sub_01420,u_03526,basic,2025-06-01,,29.0,credit_card
sub_01421,u_03530,pro,2026-04-14,2026-04-26,79.0,credit_card
sub_01422,u_03537,basic,2026-03-29,,23.2,credit_card
sub_01423,u_03538,basic,2025-12-19,,29.0,credit_card
sub_01424,u_03541,pro,2025-10-02,,71.1,credit_card
sub_01425,u_03543,pro,2026-03-31,,79.0,credit_card
sub_01426,u_03545,basic,2026-05-07,,26.1,credit_card
sub_01427,u_03548,pro,2026-04-09,,79.0,credit_card
sub_01428,u_03552,basic,2026-01-25,,29.0,credit_card
sub_01429,u_03554,basic,2026-05-09,,23.2,paypal
sub_01430,u_03557,basic,2026-02-23,,23.2,credit_card
sub_01431,u_03562,basic,2026-05-23,,29.0,credit_card
sub_01432,u_03568,enterprise,2025-10-25,,249.0,credit_card
sub_01433,u_03569,pro,2025-08-16,,71.1,credit_card
sub_01434,u_03572,pro,2025-09-07,,79.0,paypal
sub_01435,u_03575,basic,2026-03-25,,29.0,credit_card
sub_01436,u_03578,enterprise,2025-11-15,,224.1,credit_card
sub_01437,u_03579,basic,2026-02-22,,23.2,bank_transfer
sub_01438,u_03583,basic,2025-08-18,,23.2,credit_card
sub_01439,u_03586,pro,2026-03-04,,79.0,credit_card
sub_01440,u_03592,pro,2026-01-29,,71.1,paypal
sub_01441,u_03593,pro,2026-01-25,,79.0,bank_transfer
sub_01442,u_03599,pro,2025-12-25,,79.0,credit_card
sub_01443,u_03607,basic,2026-04-13,,29.0,paypal
sub_01444,u_03611,pro,2026-05-09,,79.0,credit_card
sub_01445,u_03615,basic,2026-05-18,,26.1,credit_card
sub_01446,u_03622,basic,2026-04-26,,29.0,paypal
sub_01447,u_03623,basic,2025-08-03,,29.0,credit_card
sub_01448,u_03628,pro,2025-10-14,,63.2,credit_card
sub_01449,u_03629,enterprise,2026-01-08,,199.2,paypal
sub_01450,u_03633,basic,2026-03-30,,29.0,credit_card
sub_01451,u_03634,basic,2026-05-17,,29.0,credit_card
sub_01452,u_03635,basic,2026-02-24,,29.0,credit_card
sub_01453,u_03636,basic,2025-06-01,,23.2,credit_card
sub_01454,u_03638,basic,2026-04-11,,29.0,credit_card
sub_01455,u_03639,basic,2026-04-28,,23.2,credit_card
sub_01456,u_03642,basic,2026-03-01,,29.0,credit_card
sub_01457,u_03644,basic,2025-11-04,,29.0,credit_card
sub_01458,u_03645,basic,2026-05-07,,29.0,credit_card
sub_01459,u_03646,basic,2026-02-23,,29.0,credit_card
sub_01460,u_03647,basic,2026-03-11,,29.0,paypal
sub_01461,u_03649,basic,2025-06-01,,29.0,credit_card
sub_01462,u_03655,enterprise,2026-04-28,,249.0,paypal
sub_01463,u_03660,basic,2026-02-17,,26.1,credit_card
sub_01464,u_03662,basic,2026-05-24,,29.0,paypal
sub_01465,u_03663,basic,2026-05-26,,29.0,credit_card
sub_01466,u_03665,pro,2026-03-09,,71.1,credit_card
sub_01467,u_03668,pro,2026-05-28,,79.0,credit_card
sub_01468,u_03669,pro,2026-03-06,,63.2,paypal
sub_01469,u_03674,enterprise,2026-01-15,,249.0,bank_transfer
sub_01470,u_03677,pro,2026-03-23,2026-05-03,79.0,paypal
sub_01471,u_03680,pro,2025-11-10,,63.2,credit_card
sub_01472,u_03681,basic,2026-05-12,,29.0,paypal
sub_01473,u_03682,basic,2025-10-28,,23.2,paypal
sub_01474,u_03684,basic,2025-12-18,,29.0,credit_card
sub_01475,u_03687,enterprise,2026-03-21,,199.2,credit_card
sub_01476,u_03689,basic,2026-05-29,2026-05-31,26.1,bank_transfer
sub_01477,u_03692,basic,2025-10-26,,26.1,credit_card
sub_01478,u_03694,basic,2026-03-31,,26.1,paypal
sub_01479,u_03696,pro,2025-06-01,,63.2,credit_card
sub_01480,u_03700,pro,2026-01-14,,79.0,credit_card
sub_01481,u_03701,basic,2025-12-17,2026-01-11,23.2,paypal
sub_01482,u_03702,basic,2026-04-06,,29.0,bank_transfer
sub_01483,u_03708,enterprise,2026-04-13,2026-05-13,224.1,credit_card
sub_01484,u_03709,basic,2025-06-01,,29.0,paypal
sub_01485,u_03712,basic,2025-12-04,,29.0,credit_card
sub_01486,u_03717,basic,2026-05-20,,23.2,credit_card
sub_01487,u_03721,basic,2025-09-12,,29.0,credit_card
sub_01488,u_03724,pro,2026-03-25,,79.0,paypal
sub_01489,u_03725,enterprise,2025-06-01,,249.0,paypal
sub_01490,u_03726,enterprise,2026-05-22,,249.0,credit_card
sub_01491,u_03727,basic,2026-05-17,,23.2,credit_card
sub_01492,u_03732,enterprise,2026-03-06,,249.0,paypal
sub_01493,u_03733,basic,2026-02-19,,29.0,paypal
sub_01494,u_03734,basic,2026-04-20,2026-04-27,29.0,paypal
sub_01495,u_03736,pro,2025-12-25,,63.2,credit_card
sub_01496,u_03737,basic,2025-11-10,,29.0,credit_card
sub_01497,u_03739,pro,2026-01-26,,79.0,credit_card
sub_01498,u_03742,basic,2025-11-06,2025-11-13,29.0,paypal
sub_01499,u_03743,basic,2026-05-23,,29.0,credit_card
sub_01500,u_03746,enterprise,2025-12-24,,199.2,credit_card
sub_01501,u_03747,basic,2026-03-15,,26.1,credit_card
sub_01502,u_03748,basic,2026-03-18,,26.1,credit_card
