user_id,signup_date,signup_source,plan_type,country,industry,primary_platform,is_churned,churn_date
u_01929,2026-05-22,organic,free,US,technology,android,1,2026-05-31
u_01930,2026-01-25,paid_facebook,basic,US,consulting,web,0,
u_01931,2026-01-31,referral,free,CA,finance,web,0,
u_01932,2026-02-01,organic,free,US,education,android,1,2026-02-08
u_01933,2026-01-17,paid_facebook,free,UK,finance,web,0,
u_01934,2025-12-18,referral,free,Other,technology,android,0,
u_01935,2025-10-05,organic,free,AU,ecommerce,ios,1,2025-10-21
u_01936,2026-04-16,paid_google,basic,BR,consulting,android,0,
u_01937,2025-09-20,organic,free,BR,technology,ios,0,
u_01938,2026-02-20,paid_facebook,free,IN,finance,android,1,2026-02-27
u_01939,2026-05-20,referral,free,CA,healthcare,web,0,
u_01940,2026-05-23,organic,free,US,education,android,0,
u_01941,2026-04-02,referral,free,Other,education,web,0,
u_01942,2025-10-20,referral,free,US,ecommerce,web,1,2025-10-28
u_01943,2025-12-03,organic,pro,IN,other,web,1,2025-12-27
u_01944,2025-10-17,paid_facebook,pro,US,finance,ios,0,
u_01945,2026-02-14,organic,basic,US,healthcare,ios,0,
u_01946,2026-03-08,direct,free,IN,ecommerce,web,1,2026-03-26
u_01947,2026-05-08,paid_google,free,US,education,ios,1,2026-05-15
u_01948,2026-04-04,paid_facebook,free,IN,finance,android,0,
u_01949,2026-03-10,paid_facebook,basic,IN,education,ios,0,
u_01950,2026-05-18,paid_google,enterprise,IN,education,web,0,
u_01951,2026-04-25,referral,free,US,education,ios,1,2026-05-22
u_01952,2026-01-19,paid_facebook,free,UK,marketing,android,1,2026-01-31
u_01953,2025-11-19,direct,basic,AU,healthcare,android,0,
u_01954,2025-06-01,paid_google,basic,US,media,web,0,
u_01955,2025-06-01,organic,basic,UK,media,web,0,
u_01956,2026-01-02,direct,basic,UK,consulting,web,1,2026-01-29
u_01957,2026-03-13,paid_facebook,enterprise,BR,ecommerce,web,0,
u_01958,2026-01-04,paid_facebook,free,DE,technology,web,1,2026-02-04
u_01959,2025-10-19,direct,pro,US,finance,web,0,
u_01960,2026-05-13,organic,enterprise,BR,technology,ios,0,
u_01961,2026-03-16,paid_google,basic,BR,consulting,web,0,
u_01962,2025-09-07,organic,free,CA,marketing,web,0,
u_01963,2026-03-22,paid_facebook,free,UK,consulting,web,1,2026-03-29
u_01964,2026-01-28,referral,free,CA,consulting,web,0,
u_01965,2026-01-22,direct,free,UK,media,android,0,
u_01966,2026-05-02,paid_google,pro,CA,consulting,web,0,
u_01967,2026-03-27,referral,free,FR,healthcare,ios,0,
u_01968,2026-04-02,direct,free,FR,education,web,1,2026-05-10
u_01969,2026-05-28,paid_facebook,basic,UK,marketing,ios,0,
u_01970,2026-05-28,organic,free,BR,technology,web,1,2026-05-31
u_01971,2025-09-14,paid_facebook,free,US,technology,web,0,
u_01972,2026-04-15,direct,free,US,technology,ios,0,
u_01973,2026-02-14,direct,basic,IN,nonprofit,web,0,
u_01974,2026-04-10,paid_facebook,free,DE,technology,web,1,2026-04-17
u_01975,2025-06-01,referral,pro,US,ecommerce,ios,0,
u_01976,2026-04-18,organic,free,UK,technology,web,0,
u_01977,2026-03-11,organic,pro,US,other,ios,0,
u_01978,2025-08-04,direct,free,IN,finance,web,0,
u_01979,2025-09-05,organic,free,BR,finance,web,1,2025-09-16
u_01980,2026-05-02,organic,free,CA,finance,web,0,
u_01981,2025-10-07,paid_google,free,US,consulting,web,0,
u_01982,2026-03-03,paid_google,free,Other,marketing,web,0,
u_01983,2026-02-24,paid_facebook,free,DE,media,web,0,
u_01984,2026-05-11,organic,free,AU,education,ios,0,
u_01985,2026-05-19,direct,free,DE,marketing,android,0,
u_01986,2025-11-23,direct,free,Other,technology,ios,0,
u_01987,2026-02-21,paid_google,free,BR,consulting,web,1,2026-02-28
u_01988,2026-03-09,paid_google,basic,UK,marketing,web,0,
u_01989,2025-11-22,paid_facebook,pro,US,media,web,0,
u_01990,2025-11-01,paid_facebook,free,DE,technology,web,1,2025-11-22
u_01991,2026-05-06,paid_google,free,IN,education,ios,0,
u_01992,2026-01-14,paid_google,enterprise,DE,ecommerce,android,0,
u_01993,2026-05-10,organic,free,US,education,web,0,
u_01994,2025-11-10,organic,enterprise,UK,marketing,web,0,
u_01995,2025-12-27,paid_google,free,IN,media,android,0,
u_01996,2025-06-01,paid_facebook,pro,BR,consulting,web,1,2025-06-26
u_01997,2026-05-21,paid_facebook,free,CA,healthcare,android,0,
u_01998,2026-05-23,referral,pro,US,education,android,0,
u_01999,2026-04-13,paid_google,free,US,healthcare,web,1,2026-04-27
u_02000,2026-04-17,referral,basic,US,nonprofit,web,1,2026-05-03
u_02001,2026-04-20,organic,free,US,media,android,1,2026-05-31
u_02002,2025-06-21,paid_google,free,US,marketing,ios,0,
u_02003,2026-04-20,referral,basic,AU,marketing,web,0,
u_02004,2026-04-15,paid_facebook,free,FR,other,web,0,
u_02005,2025-11-05,paid_google,pro,US,marketing,ios,0,
u_02006,2026-03-06,paid_facebook,free,IN,other,web,0,
u_02007,2025-10-25,direct,pro,CA,education,web,0,
u_02008,2026-05-22,paid_google,free,Other,technology,web,0,
u_02009,2026-02-23,referral,enterprise,JP,marketing,web,0,
u_02010,2026-05-27,direct,enterprise,US,healthcare,web,0,
u_02011,2026-05-22,paid_facebook,free,US,media,web,0,
u_02012,2025-06-21,paid_google,pro,US,marketing,web,0,
u_02013,2026-05-10,organic,basic,IN,marketing,web,0,
u_02014,2026-02-10,paid_google,free,CA,nonprofit,android,0,
u_02015,2026-03-15,paid_google,basic,US,technology,ios,0,
u_02016,2026-03-30,referral,free,BR,healthcare,web,1,2026-05-07
u_02017,2025-06-30,paid_google,basic,UK,healthcare,ios,1,2025-07-07
u_02018,2026-05-28,direct,free,Other,technology,web,0,
u_02019,2025-12-24,organic,free,US,technology,android,0,
u_02020,2025-06-01,paid_facebook,free,US,finance,web,0,
u_02021,2026-02-01,paid_google,free,US,technology,web,0,
u_02022,2025-06-01,paid_google,pro,US,healthcare,android,0,
u_02023,2026-05-24,referral,enterprise,AU,education,ios,0,
u_02024,2026-03-13,organic,free,US,ecommerce,web,1,2026-03-23
u_02025,2026-04-18,organic,free,CA,healthcare,android,0,
u_02026,2025-11-21,paid_google,basic,US,finance,android,0,
u_02027,2025-06-01,paid_google,free,US,technology,android,0,
u_02028,2026-04-18,referral,free,BR,marketing,web,0,
u_02029,2025-12-28,direct,free,Other,finance,android,1,2026-01-04
u_02030,2026-04-29,organic,free,UK,nonprofit,web,0,
u_02031,2026-01-30,paid_google,free,Other,marketing,ios,0,
u_02032,2026-03-02,paid_facebook,basic,DE,finance,web,1,2026-03-09
u_02033,2025-06-01,direct,free,UK,ecommerce,web,1,2025-07-14
u_02034,2026-01-15,direct,pro,AU,ecommerce,web,0,
u_02035,2026-03-30,paid_facebook,free,US,other,web,0,
u_02036,2026-05-14,paid_google,free,US,technology,web,1,2026-05-31
u_02037,2026-05-08,organic,pro,DE,technology,web,0,
u_02038,2026-04-24,paid_google,free,US,marketing,android,0,
u_02039,2026-04-19,paid_google,free,US,technology,ios,1,2026-05-31
u_02040,2025-08-28,paid_facebook,basic,US,healthcare,web,0,
u_02041,2026-02-01,paid_facebook,free,AU,media,ios,0,
u_02042,2026-02-13,paid_facebook,basic,DE,ecommerce,ios,0,
u_02043,2026-05-14,paid_google,free,UK,technology,web,1,2026-05-31
u_02044,2025-08-18,paid_facebook,basic,FR,technology,ios,0,
u_02045,2025-11-26,organic,free,UK,nonprofit,ios,1,2025-12-23
u_02046,2026-05-21,organic,free,CA,healthcare,web,0,
u_02047,2025-12-03,organic,enterprise,FR,nonprofit,web,0,
u_02048,2026-02-06,referral,basic,BR,ecommerce,web,0,
u_02049,2026-05-19,organic,free,UK,other,ios,1,2026-05-31
u_02050,2026-03-03,referral,free,DE,media,web,0,
u_02051,2026-02-24,organic,free,UK,finance,ios,0,
u_02052,2026-05-05,paid_google,basic,DE,consulting,web,0,
u_02053,2025-06-01,direct,basic,US,healthcare,ios,0,
u_02054,2025-08-28,paid_google,basic,UK,marketing,android,0,
u_02055,2025-12-22,organic,free,US,marketing,android,0,
u_02056,2026-03-02,organic,basic,US,finance,ios,0,
u_02057,2026-03-15,direct,free,IN,technology,web,1,2026-03-22
u_02058,2025-12-29,paid_google,free,BR,technology,ios,0,
u_02059,2026-02-06,paid_google,free,US,healthcare,ios,0,
u_02060,2026-05-22,paid_google,enterprise,US,other,ios,0,
u_02061,2026-02-16,paid_google,basic,UK,education,android,0,
u_02062,2025-10-04,organic,free,DE,finance,web,0,
u_02063,2026-03-03,paid_facebook,basic,US,marketing,ios,1,2026-03-16
u_02064,2026-05-24,paid_facebook,pro,US,technology,web,0,
u_02065,2025-10-19,organic,free,UK,education,web,1,2025-12-01
u_02066,2026-04-29,referral,free,AU,media,web,1,2026-05-06
u_02067,2026-04-18,referral,enterprise,US,finance,web,0,
u_02068,2026-05-05,direct,pro,US,healthcare,ios,0,
u_02069,2026-04-03,organic,free,DE,ecommerce,ios,1,2026-04-24
u_02070,2025-11-07,organic,free,US,technology,ios,0,
u_02071,2026-02-14,referral,free,US,finance,android,1,2026-03-05
u_02072,2026-04-28,organic,free,IN,ecommerce,ios,1,2026-05-05
u_02073,2025-07-29,organic,enterprise,Other,ecommerce,android,0,
u_02074,2025-07-27,referral,free,US,technology,ios,1,2025-08-13
u_02075,2025-08-07,organic,pro,UK,marketing,web,0,
u_02076,2026-04-22,paid_google,free,US,ecommerce,web,0,
u_02077,2026-03-05,paid_google,free,FR,marketing,ios,1,2026-03-13
u_02078,2025-06-01,referral,free,US,consulting,ios,0,
u_02079,2025-10-28,organic,basic,IN,technology,ios,0,
u_02080,2026-05-27,referral,free,BR,technology,ios,0,
u_02081,2026-05-22,paid_facebook,basic,Other,marketing,android,0,
u_02082,2026-03-02,paid_google,free,DE,nonprofit,web,0,
u_02083,2025-06-16,organic,free,US,consulting,ios,0,
u_02084,2026-02-08,organic,free,UK,media,ios,0,
u_02085,2026-02-20,paid_facebook,free,US,finance,web,0,
u_02086,2026-05-15,paid_google,basic,IN,consulting,android,0,
u_02087,2025-12-27,direct,free,CA,media,ios,0,
u_02088,2025-09-22,paid_google,basic,AU,finance,web,0,
u_02089,2026-03-23,paid_google,free,UK,other,web,0,
u_02090,2025-10-26,paid_google,free,CA,media,ios,1,2025-11-13
u_02091,2025-06-01,referral,free,JP,other,web,0,
u_02092,2026-04-28,paid_google,free,JP,media,web,1,2026-05-05
u_02093,2026-02-13,organic,basic,CA,consulting,web,0,
u_02094,2026-04-12,referral,basic,DE,nonprofit,android,0,
u_02095,2025-10-14,paid_google,free,IN,finance,ios,0,
u_02096,2026-01-26,paid_google,free,US,consulting,web,0,
u_02097,2026-01-05,paid_facebook,pro,US,marketing,android,0,
u_02098,2025-10-11,paid_facebook,basic,UK,ecommerce,android,0,
u_02099,2026-03-19,organic,basic,US,consulting,ios,0,
u_02100,2025-06-06,organic,free,IN,ecommerce,web,1,2025-06-13
u_02101,2026-02-10,referral,free,DE,media,ios,0,
u_02102,2026-05-06,organic,enterprise,IN,finance,web,0,
u_02103,2025-12-09,paid_facebook,basic,US,healthcare,web,0,
u_02104,2025-10-14,organic,free,US,technology,web,1,2025-10-21
u_02105,2026-04-06,paid_google,basic,US,technology,web,0,
u_02106,2025-08-21,organic,basic,US,education,web,0,
u_02107,2025-06-21,paid_google,free,Other,healthcare,ios,1,2025-06-29
u_02108,2026-04-14,paid_facebook,free,US,technology,web,0,
u_02109,2025-06-01,organic,free,US,marketing,ios,0,
u_02110,2026-05-09,paid_google,free,US,marketing,ios,1,2026-05-31
u_02111,2026-04-29,direct,basic,DE,ecommerce,web,0,
u_02112,2026-05-02,paid_google,free,DE,education,ios,1,2026-05-19
u_02113,2025-07-09,referral,basic,US,technology,web,0,
u_02114,2025-12-28,direct,enterprise,JP,consulting,ios,0,
u_02115,2026-05-07,direct,free,AU,marketing,web,0,
u_02116,2026-03-08,referral,free,US,ecommerce,ios,0,
u_02117,2026-01-12,organic,basic,UK,technology,web,0,
u_02118,2026-05-19,direct,basic,UK,other,web,0,
u_02119,2025-07-24,referral,basic,US,technology,web,0,
u_02120,2025-10-07,referral,free,AU,ecommerce,android,0,
u_02121,2026-02-18,organic,free,US,healthcare,ios,1,2026-04-06
u_02122,2025-06-01,direct,free,UK,technology,android,1,2025-06-17
u_02123,2026-03-14,referral,enterprise,UK,technology,android,0,
u_02124,2025-06-01,referral,free,UK,finance,android,0,
u_02125,2025-12-22,organic,pro,BR,consulting,ios,0,
u_02126,2026-01-05,organic,free,US,technology,web,1,2026-01-30
u_02127,2026-05-05,direct,enterprise,US,ecommerce,android,0,
u_02128,2025-07-24,paid_google,basic,IN,education,web,0,
u_02129,2026-03-11,paid_google,free,US,marketing,web,0,
u_02130,2026-05-06,referral,basic,US,technology,android,0,
u_02131,2026-05-30,organic,free,UK,nonprofit,web,0,
u_02132,2026-02-01,paid_google,free,US,marketing,web,0,
u_02133,2026-02-11,paid_google,free,US,technology,web,0,
u_02134,2025-11-27,organic,free,US,ecommerce,android,0,
u_02135,2025-07-14,organic,free,US,marketing,android,1,2025-08-23
u_02136,2026-05-19,organic,basic,IN,healthcare,ios,0,
u_02137,2025-11-21,organic,basic,US,technology,android,0,
u_02138,2026-05-01,paid_facebook,free,Other,other,web,0,
u_02139,2025-08-20,direct,pro,US,finance,web,0,
u_02140,2025-09-25,paid_google,basic,DE,other,web,0,
u_02141,2026-02-07,organic,enterprise,AU,finance,web,0,
u_02142,2025-12-02,organic,basic,US,marketing,web,0,
u_02143,2026-04-07,referral,free,CA,nonprofit,web,0,
u_02144,2026-02-28,direct,free,BR,marketing,web,0,
u_02145,2025-09-22,organic,basic,US,finance,web,0,
u_02146,2026-03-03,organic,free,Other,technology,web,0,
u_02147,2026-03-28,paid_facebook,free,US,other,android,1,2026-04-04
u_02148,2026-02-21,referral,free,US,technology,web,0,
u_02149,2025-09-17,paid_google,free,AU,consulting,web,0,
u_02150,2026-04-02,paid_facebook,free,US,healthcare,web,1,2026-05-30
u_02151,2026-05-04,paid_facebook,free,DE,technology,android,1,2026-05-12
u_02152,2025-12-01,direct,free,BR,technology,ios,1,2025-12-30
u_02153,2025-09-19,organic,basic,Other,nonprofit,ios,0,
u_02154,2026-05-16,direct,free,UK,ecommerce,web,0,
u_02155,2026-04-22,paid_google,free,Other,ecommerce,web,0,
u_02156,2026-05-09,paid_facebook,free,UK,finance,web,0,
u_02157,2026-03-30,paid_google,free,US,marketing,web,0,
u_02158,2026-03-05,paid_google,free,UK,ecommerce,ios,1,2026-04-22
u_02159,2025-11-11,paid_facebook,free,DE,education,android,0,
u_02160,2025-12-29,paid_google,free,UK,ecommerce,web,1,2026-01-05
u_02161,2026-01-10,organic,basic,IN,finance,ios,0,
u_02162,2026-03-29,paid_google,free,UK,other,web,1,2026-05-23
u_02163,2025-09-05,paid_google,free,IN,technology,web,1,2025-09-12
u_02164,2026-02-28,organic,free,Other,technology,web,0,
u_02165,2025-06-01,direct,basic,UK,nonprofit,android,0,
u_02166,2026-01-05,organic,pro,US,education,web,0,
u_02167,2026-05-12,paid_google,basic,CA,marketing,ios,1,2026-05-30
u_02168,2025-12-18,organic,free,US,consulting,web,1,2026-01-11
u_02169,2026-04-04,paid_google,free,AU,finance,web,0,
u_02170,2025-12-14,organic,free,US,technology,web,1,2026-01-07
u_02171,2026-05-21,paid_google,pro,US,education,web,0,
u_02172,2026-05-04,organic,free,US,marketing,android,0,
u_02173,2025-08-23,organic,enterprise,US,technology,ios,0,
u_02174,2026-04-24,referral,basic,DE,marketing,web,1,2026-05-31
u_02175,2025-09-09,paid_facebook,basic,US,healthcare,ios,1,2025-10-17
u_02176,2026-04-14,organic,free,FR,technology,web,0,
u_02177,2026-01-02,organic,basic,UK,media,ios,0,
u_02178,2025-12-10,referral,free,US,healthcare,ios,0,
u_02179,2026-02-16,organic,free,CA,marketing,web,0,
u_02180,2026-04-08,direct,free,DE,ecommerce,android,0,
u_02181,2026-04-27,paid_google,pro,AU,consulting,web,0,
u_02182,2026-05-27,organic,free,DE,education,web,0,
u_02183,2026-04-09,paid_facebook,free,US,marketing,ios,1,2026-04-16
u_02184,2025-12-28,referral,free,DE,technology,web,0,
u_02185,2025-06-01,paid_google,basic,US,media,web,0,
u_02186,2025-08-06,paid_google,basic,UK,marketing,web,0,
u_02187,2025-11-01,paid_google,basic,JP,technology,android,0,
u_02188,2025-10-17,direct,free,US,education,web,0,
u_02189,2025-12-23,paid_facebook,free,IN,technology,web,0,
u_02190,2026-04-18,organic,free,US,other,web,0,
u_02191,2025-06-19,organic,free,US,media,web,1,2025-06-26
u_02192,2025-12-21,organic,pro,UK,education,ios,0,
u_02193,2026-02-01,organic,free,IN,media,web,0,
u_02194,2026-05-14,organic,free,UK,healthcare,ios,0,
u_02195,2026-03-06,paid_facebook,free,US,consulting,ios,0,
u_02196,2026-03-03,organic,basic,BR,education,web,0,
u_02197,2025-08-13,paid_google,free,US,technology,web,0,
u_02198,2026-02-05,paid_facebook,free,US,nonprofit,ios,0,
u_02199,2026-03-23,organic,basic,AU,media,web,0,
u_02200,2025-06-01,organic,free,JP,other,android,0,
u_02201,2026-05-14,organic,basic,UK,ecommerce,android,0,
u_02202,2026-03-13,organic,free,FR,finance,ios,0,
u_02203,2026-05-25,referral,basic,US,marketing,android,0,
u_02204,2025-11-16,paid_facebook,free,US,technology,ios,0,
u_02205,2025-06-01,organic,free,BR,technology,web,0,
u_02206,2026-04-14,paid_google,pro,FR,marketing,web,0,
u_02207,2025-08-20,organic,free,US,healthcare,web,1,2025-11-18
u_02208,2026-04-11,paid_google,free,US,ecommerce,web,0,
u_02209,2025-06-14,paid_google,free,US,marketing,web,0,
u_02210,2025-11-08,paid_google,basic,US,healthcare,web,0,
u_02211,2025-10-06,organic,free,CA,marketing,web,0,
u_02212,2026-05-29,organic,enterprise,UK,ecommerce,web,0,
u_02213,2025-06-01,paid_facebook,enterprise,UK,other,web,0,
u_02214,2025-11-24,referral,basic,IN,ecommerce,web,0,
u_02215,2026-04-09,direct,free,FR,technology,ios,0,
u_02216,2025-09-16,organic,free,US,healthcare,web,1,2025-11-01
u_02217,2026-04-13,paid_facebook,basic,DE,consulting,android,0,
u_02218,2025-08-04,paid_facebook,free,JP,healthcare,android,0,
u_02219,2026-05-14,direct,free,US,other,ios,0,
u_02220,2025-12-05,organic,free,BR,technology,web,0,
u_02221,2026-02-07,paid_facebook,free,DE,marketing,ios,0,
u_02222,2026-05-17,organic,free,US,marketing,web,1,2026-05-24
u_02223,2026-04-21,paid_facebook,free,US,consulting,ios,0,
u_02224,2026-05-30,paid_google,basic,IN,healthcare,web,0,
u_02225,2026-02-28,referral,free,UK,technology,ios,0,
u_02226,2026-04-09,referral,free,IN,marketing,ios,1,2026-04-18
u_02227,2026-01-19,paid_google,free,US,healthcare,ios,1,2026-02-05
u_02228,2026-04-10,paid_google,free,DE,other,ios,1,2026-04-19
u_02229,2026-04-10,organic,free,US,finance,web,0,
u_02230,2025-11-15,paid_google,basic,US,technology,ios,0,
u_02231,2026-05-24,paid_google,enterprise,US,healthcare,web,0,
u_02232,2025-06-26,organic,free,DE,marketing,web,0,
u_02233,2025-08-26,referral,free,US,healthcare,web,0,
u_02234,2025-12-22,organic,free,US,finance,web,1,2025-12-29
u_02235,2026-01-21,paid_facebook,enterprise,US,ecommerce,web,0,
u_02236,2025-07-11,referral,basic,US,nonprofit,ios,0,
u_02237,2026-05-02,direct,pro,US,marketing,ios,0,
u_02238,2026-05-20,referral,free,IN,consulting,web,1,2026-05-31
u_02239,2026-04-22,organic,enterprise,CA,nonprofit,web,0,
u_02240,2025-10-13,referral,free,DE,finance,ios,0,
u_02241,2026-05-26,organic,free,UK,technology,android,1,2026-05-31
u_02242,2026-01-24,direct,pro,US,consulting,web,0,
u_02243,2025-06-01,paid_facebook,pro,Other,ecommerce,web,0,
u_02244,2025-08-23,referral,free,US,marketing,android,0,
u_02245,2026-02-13,organic,free,DE,finance,web,0,
u_02246,2026-05-22,paid_google,free,JP,education,web,0,
u_02247,2025-09-14,referral,free,DE,technology,android,1,2025-10-09
u_02248,2026-01-18,referral,free,US,ecommerce,web,0,
u_02249,2026-05-14,organic,enterprise,US,ecommerce,ios,0,
u_02250,2026-05-17,direct,basic,US,media,web,0,
u_02251,2025-06-16,organic,basic,IN,healthcare,web,0,
u_02252,2025-12-21,paid_facebook,basic,IN,education,web,0,
u_02253,2025-09-16,paid_facebook,free,CA,education,web,0,
u_02254,2025-07-28,organic,basic,US,marketing,ios,0,
u_02255,2026-01-28,organic,free,AU,consulting,web,0,
u_02256,2026-02-14,referral,free,CA,education,ios,1,2026-02-21
u_02257,2026-03-11,paid_google,free,US,media,web,0,
u_02258,2026-04-06,organic,free,US,consulting,web,0,
u_02259,2026-03-09,referral,basic,DE,education,ios,0,
u_02260,2025-10-27,referral,enterprise,UK,technology,web,0,
u_02261,2026-01-17,paid_google,free,US,nonprofit,web,0,
u_02262,2025-07-11,organic,basic,US,finance,web,0,
u_02263,2026-03-07,organic,free,AU,other,web,0,
u_02264,2026-01-15,paid_facebook,basic,US,finance,web,0,
u_02265,2026-01-06,paid_google,free,US,technology,ios,0,
u_02266,2026-01-21,paid_facebook,free,BR,media,ios,0,
u_02267,2025-12-06,referral,free,IN,consulting,ios,0,
u_02268,2026-04-22,paid_google,basic,IN,consulting,android,0,
u_02269,2026-02-16,organic,free,UK,technology,android,0,
u_02270,2026-05-15,direct,pro,IN,media,ios,0,
u_02271,2026-03-22,paid_google,free,IN,education,web,0,
u_02272,2026-02-23,paid_facebook,pro,Other,healthcare,ios,0,
u_02273,2025-12-29,direct,basic,US,nonprofit,web,0,
u_02274,2025-06-01,direct,free,US,education,web,1,2025-06-19
u_02275,2026-01-18,paid_google,free,US,technology,web,0,
u_02276,2025-11-14,organic,basic,DE,healthcare,android,0,
u_02277,2026-02-18,direct,basic,IN,education,android,0,
u_02278,2026-01-05,paid_facebook,basic,US,media,ios,0,
u_02279,2026-05-21,paid_google,free,US,marketing,web,0,
u_02280,2026-04-19,paid_google,free,US,consulting,web,0,
u_02281,2026-03-27,paid_google,enterprise,US,consulting,web,0,
u_02282,2026-02-27,referral,free,Other,technology,android,0,
u_02283,2026-05-25,paid_google,free,DE,technology,ios,1,2026-05-31
u_02284,2026-05-10,referral,free,US,education,ios,0,
u_02285,2026-04-14,referral,basic,US,consulting,web,0,
u_02286,2025-06-01,referral,basic,US,healthcare,web,0,
u_02287,2026-04-03,paid_facebook,free,CA,consulting,web,0,
u_02288,2026-02-25,referral,free,UK,education,web,1,2026-03-04
u_02289,2026-04-30,paid_google,free,Other,education,web,0,
u_02290,2026-01-14,organic,free,CA,technology,web,0,
u_02291,2026-04-14,referral,free,UK,technology,android,0,
u_02292,2026-04-28,paid_google,enterprise,AU,ecommerce,ios,0,
u_02293,2026-02-15,organic,free,CA,consulting,ios,0,
u_02294,2026-05-31,organic,free,US,healthcare,web,1,2026-05-31
u_02295,2026-05-30,organic,pro,IN,education,web,0,
u_02296,2026-04-25,referral,free,IN,education,web,0,
u_02297,2026-05-26,paid_facebook,free,UK,technology,web,0,
u_02298,2026-05-15,organic,free,US,education,android,1,2026-05-31
u_02299,2026-04-01,referral,free,US,healthcare,web,0,
u_02300,2025-10-07,organic,pro,US,education,web,0,
u_02301,2026-01-28,referral,free,US,healthcare,web,0,
u_02302,2026-02-16,paid_google,free,JP,consulting,ios,0,
u_02303,2026-04-11,paid_facebook,basic,DE,marketing,android,0,
u_02304,2025-06-01,paid_google,pro,DE,finance,ios,0,
u_02305,2026-03-19,organic,free,IN,finance,web,0,
u_02306,2026-05-18,referral,free,DE,consulting,web,0,
u_02307,2026-01-12,organic,enterprise,Other,finance,ios,0,
u_02308,2026-05-14,direct,free,US,technology,web,0,
u_02309,2026-03-31,paid_facebook,basic,CA,other,web,0,
u_02310,2026-02-17,paid_google,basic,US,healthcare,web,0,
u_02311,2025-08-03,paid_facebook,basic,BR,technology,web,0,
u_02312,2026-02-21,organic,free,BR,ecommerce,web,0,
u_02313,2025-12-06,paid_google,free,FR,ecommerce,ios,1,2025-12-15
u_02314,2025-06-01,direct,basic,US,healthcare,web,0,
u_02315,2026-05-11,organic,free,US,education,android,0,
u_02316,2026-04-15,paid_facebook,free,US,technology,android,1,2026-05-02
u_02317,2026-03-19,paid_google,free,UK,finance,web,0,
u_02318,2026-03-13,paid_facebook,free,UK,technology,web,1,2026-03-31
u_02319,2026-03-15,organic,enterprise,US,finance,ios,0,
u_02320,2025-06-19,paid_google,free,CA,healthcare,android,1,2025-06-27
u_02321,2025-11-30,direct,enterprise,US,finance,web,0,
u_02322,2026-01-15,organic,free,BR,education,android,1,2026-04-10
u_02323,2026-04-08,paid_facebook,free,US,healthcare,ios,1,2026-04-29
u_02324,2025-09-21,paid_google,free,US,marketing,android,0,
u_02325,2025-06-01,paid_google,basic,DE,technology,android,0,
u_02326,2025-09-23,paid_facebook,basic,IN,marketing,web,0,
u_02327,2026-05-31,paid_google,free,US,marketing,web,0,
u_02328,2026-01-04,organic,pro,BR,ecommerce,web,0,
u_02329,2026-05-24,direct,free,IN,consulting,web,0,
u_02330,2026-04-18,referral,basic,BR,ecommerce,ios,0,
u_02331,2026-05-23,organic,enterprise,BR,education,android,0,
u_02332,2026-01-17,paid_google,pro,IN,marketing,android,0,
u_02333,2025-12-14,referral,enterprise,JP,ecommerce,web,0,
u_02334,2026-05-14,direct,free,BR,education,web,1,2026-05-31
u_02335,2026-03-22,direct,free,Other,technology,ios,1,2026-04-11
u_02336,2026-03-04,referral,free,BR,nonprofit,web,1,2026-03-11
u_02337,2026-03-25,organic,free,BR,technology,web,0,
u_02338,2026-05-13,direct,basic,UK,healthcare,android,0,
u_02339,2026-03-13,referral,free,US,healthcare,android,1,2026-03-20
u_02340,2025-11-10,paid_google,basic,JP,media,android,0,
u_02341,2026-05-21,paid_google,free,CA,nonprofit,web,0,
u_02342,2026-05-19,paid_google,free,US,nonprofit,ios,1,2026-05-31
u_02343,2026-03-29,paid_facebook,basic,US,healthcare,ios,0,
u_02344,2025-06-01,organic,free,DE,ecommerce,web,0,
u_02345,2025-12-22,organic,basic,UK,technology,android,0,
u_02346,2025-12-17,organic,free,US,healthcare,web,1,2025-12-24
u_02347,2026-03-27,paid_google,basic,US,media,ios,0,
u_02348,2026-01-20,organic,free,CA,finance,ios,0,
u_02349,2026-05-30,referral,free,US,technology,web,1,2026-05-31
u_02350,2026-01-04,organic,basic,UK,marketing,ios,0,
u_02351,2025-06-09,direct,pro,CA,finance,web,0,
u_02352,2026-01-13,referral,free,CA,marketing,ios,0,
u_02353,2025-08-03,direct,free,US,finance,ios,1,2025-08-10
u_02354,2025-11-25,paid_facebook,free,US,marketing,ios,0,
u_02355,2026-05-13,organic,free,IN,marketing,android,0,
u_02356,2025-06-27,paid_google,basic,CA,technology,web,0,
u_02357,2026-05-21,organic,basic,US,media,web,0,
u_02358,2026-02-09,direct,free,US,ecommerce,android,0,
u_02359,2026-05-09,organic,free,FR,education,ios,1,2026-05-16
u_02360,2026-05-30,paid_google,basic,JP,education,android,0,
u_02361,2026-03-13,referral,free,UK,finance,web,0,
u_02362,2026-04-11,direct,basic,US,consulting,ios,1,2026-04-21
u_02363,2026-02-24,referral,free,US,nonprofit,android,0,
u_02364,2026-01-26,paid_facebook,basic,US,technology,android,0,
u_02365,2026-05-25,paid_google,free,US,technology,android,0,
u_02366,2026-05-12,paid_facebook,basic,UK,ecommerce,web,1,2026-05-29
u_02367,2026-02-01,organic,free,IN,marketing,web,0,
u_02368,2026-03-31,referral,free,US,nonprofit,web,0,
u_02369,2025-11-22,paid_google,basic,FR,education,web,0,
